STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,14-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",77,",,0",50,",,0",52,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,15-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",73,",,0",52,",,0",52,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,16-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",70,",,0",42,",,0",42,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,17-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",78,",,0",40,",,0",40,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,18-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",78,",,0",40,",,0",52,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,19-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",87,",,0",52,",,0",56,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,20-10-2005,,,,,0.65,",,0,2400",0,"P,,0",0,"P,,0",69,",,0",53,",,0",53,",,0,2400",1,",,0",1,",,0",,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,21-10-2005,,,,,0.03,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",49,",,0",56,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,22-10-2005,,,,,0.35,",,0,2400",0,"P,,0",0,"P,,0",63,",,0",44,",,0",45,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,23-10-2005,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",54,",,0",44,",,0",44,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,24-10-2005,,,,,0.02,",,0,2400",0,"P,,0",0,"P,,0",49,",,0",41,",,0",44,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,25-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",54,",,0",43,",,0",43,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,26-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",55,",,0",36,",,0",38,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,27-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",38,",,0",45,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,28-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",32,",,0",32,",,0,2400",,,1,",,0",,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,29-10-2005,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",59,",,0",32,",,0",34,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,30-10-2005,,,,,0.06,",,0,2400",0,"P,,0",0,"P,,0",66,",,0",34,",,0",39,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,31-10-2005,,,,,0.2,",,0,2400",0,"P,,0",0,"P,,0",70,",,0",39,",,0",52,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,01-12-2005,,,,,0.01,",,0,2400",,,,,40,",,0",26,",,0",33,",,0,2400",,,,,1,",,0",,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,02-12-2005,,,,,0.01,",,0,2400",,,,,33,",,0",20,",,0",21,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,03-12-2005,,,,,0.05,",,0,2400",,,,,38,",,0",21,",,0",31,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,04-12-2005,,,,,0,",,0,2400",,,,,38,",,0",30,",,0",30,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,05-12-2005,,,,,0,",,0,2400",,,,,30,",,0",15,",,0",20,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,06-12-2005,,,,,0,",,0,2400",,,,,31,",,0",15,",,0",20,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,07-12-2005,,,,,0,",,0,2400",,,,,27,",,0",16,",,0",16,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,08-12-2005,,,,,0.45,",,0,2400",3.5,",,0",4,",,0",27,",,0",10,",,0",25,",,0,2400",,,,,1,",,0",,,1,",,0",,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,09-12-2005,,,,,0.01,",,0,2400",,,4,",,0",25,",,0",6,",,0",6,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,10-12-2005,,,,,0,",,0,2400",,,2,",,0",31,",,0",6,",,0",16,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,11-12-2005,,,,,0,",,0,2400",,,,,39,",,0",16,",,0",35,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,12-12-2005,,,,,0.01,",,0,2400",,,,,35,",,0",32,",,0",32,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,13-12-2005,,,,,0,",,0,2400",,,,,39,",,0",28,",,0",29,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,14-12-2005,,,,,0.44,",,0,2400",,,,,42,",,0",29,",,0",32,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,15-12-2005,,,,,0,",,0,2400",,,,,45,",,0",32,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,16-12-2005,,,,,0,",,0,2400",,,,,39,",,0",31,",,0",31,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,17-12-2005,,,,,0,",,0,2400",,,,,39,",,0",25,",,0",25,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,18-12-2005,,,,,0,",,0,2400",,,,,32,",,0",25,",,0",27,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,19-12-2005,,,,,0,",,0,2400",,,,,28,",,0",14,",,0",14,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,20-12-2005,,,,,0,",,0,2400",,,,,32,",,0",12,",,0",12,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,21-12-2005,,,,,0,",,0,2400",,,,,39,",,0",12,",,0",17,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,22-12-2005,,,,,0,",,0,2400",,,,,43,",,0",17,",,0",24,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,23-12-2005,,,,,0,",,0,2400",,,,,54,",,0",24,",,0",34,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,24-12-2005,,,,,0.43,",,0,2400",,,,,45,",,0",34,",,0",39,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,25-12-2005,,,,,0.35,",,0,2400",,,,,43,",,0",37,",,0",41,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,26-12-2005,,,,,0,",,0,2400",,,,,41,",,0",33,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,27-12-2005,,,,,0,",,0,2400",,,,,55,",,0",33,",,0",54,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,28-12-2005,,,,,0.23,",,0,2400",,,,,55,",,0",37,",,0",51,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,29-12-2005,,,,,0,",,0,2400",,,,,51,",,0",34,",,0",34,",,0,2400",,,1,",,0",,,1,",,0",,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,30-12-2005,,,,,0.3,",,0,2400",,,,,42,",,0",34,",,0",36,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,31-12-2005,,,,,0,",,0,2400",,,,,45,",,0",36,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,01-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",60,",,0",33,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,02-01-2006,,,,,0.18,",,0,2400",0,"P,,0",0,"P,,0",68,",,0",37,",,0",59,",,0,2400",,,1,",,0",,,1,",,0",,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,03-01-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",59,",,0",42,",,0",42,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,04-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",53,",,0",41,",,0",41,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,05-01-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",41,",,0",35,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,06-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",37,",,0",31,",,0",31,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,07-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",45,",,0",31,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,08-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",62,",,0",33,",,0",39,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,09-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",43,",,0",39,",,0",39,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,10-01-2006,,,,,0.95,",,0,2400",0,"P,,0",0,"P,,0",49,",,0",36,",,0",36,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,11-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",48,",,0",36,",,0",38,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,12-01-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",62,",,0",37,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,13-01-2006,,,,,1.25,",,0,2400",0,"P,,0",0,"P,,0",52,",,0",30,",,0",50,",,0,2400",,,1,",,0",,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,14-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",50,",,0",30,",,0",30,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,15-01-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",40,",,0",25,",,0",26,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,16-01-2006,,,,,0.58,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",26,",,0",36,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,17-01-2006,,,,,0.25,",,0,2400",0.1,",,0",1,",,0",40,",,0",32,",,0",38,",,0,2400",,,,,,,,,1,",,0",,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,18-01-2006,,,,,0.1,",,0,2400",0,",,0",1,",,0",40,",,0",26,",,0",26,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,19-01-2006,,,,,0,",,0,2400",0,"P,,0",,,60,",,0",26,",,0",43,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,20-01-2006,,,,,0.05,",,0,2400",0,"P,,0",,,64,",,0",40,",,0",51,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,21-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",51,",,0",36,",,0",37,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,22-01-2006,,,,,0.72,",,0,2400",0,"P,,0",0,"P,,0",39,",,0",34,",,0",34,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,23-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",45,",,0",34,",,0",34,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,24-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",54,",,0",27,",,0",30,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,25-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",38,",,0",28,",,0",28,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,26-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",44,",,0",22,",,0",23,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,27-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",52,",,0",23,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,28-01-2006,,,,,0.45,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",33,",,0",44,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,29-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",44,",,0",52,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,30-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",52,",,0",38,",,0",41,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,31-01-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",44,",,0",34,",,0",36,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,01-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",60,",,0",35,",,0",36,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,02-02-2006,,,,,1.17,",,0,2400",0,"P,,0",0,"P,,0",47,",,0",36,",,0",44,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,03-02-2006,,,,,0.1,",,0,2400",0,"P,,0",0,"P,,0",54,",,0",44,",,0",45,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,04-02-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",45,",,0",27,",,0",32,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,05-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",32,",,0",22,",,0",22,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,06-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",39,",,0",19,",,0",19,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,07-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",36,",,0",19,",,0",22,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,08-02-2006,,,,,0.12,",,0,2400",0,"P,,0",0,"P,,0",35,",,0",22,",,0",25,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,09-02-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",35,",,0",19,",,0",19,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,10-02-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",37,",,0",19,",,0",25,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,11-02-2006,,,,,0.01,",,0,2400",0,"P,,0",0,"P,,0",36,",,0",25,",,0",25,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,12-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",30,",,0",25,",,0",25,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,13-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",37,",,0",18,",,0",18,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,14-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",18,",,0",31,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,15-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",31,",,0",38,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,16-02-2006,,,,,0.8,",,0,2400",0,"P,,0",0,"P,,0",65,",,0",32,",,0",57,",,0,2400",,,1,",,0",,,1,",,0",,,1,",,0"
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,17-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",57,",,0",27,",,0",27,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,18-02-2006,,,,,0.75,",,0,2400",,,1,",,0",27,",,0",9,",,0",9,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,19-02-2006,,,,,0,",,0,2400",,,,,19,",,0",4,",,0",4,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,20-02-2006,,,,,0,",,0,2400",0,"P,,0",,,30,",,0",4,",,0",19,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,21-02-2006,,,,,0.02,",,0,2400",0,"P,,0",,,46,",,0",19,",,0",21,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,22-02-2006,,,,,0.01,",,0,2400",0,"P,,0",,,45,",,0",21,",,0",35,",,0,2400",1,",,0",,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,23-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",27,",,0",27,",,0,2400",1,",,0",,,,,,,1,",,0",,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,24-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",55,",,0",27,",,0",29,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,25-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",45,",,0",29,",,0",42,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,26-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",42,",,0",21,",,0",21,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,27-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",21,",,0",29,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,28-02-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",66,",,0",29,",,0",40,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,01-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",73,",,0",40,",,0",48,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,02-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",56,",,0",39,",,0",47,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,03-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",48,",,0",35,",,0",35,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,04-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",45,",,0",26,",,0",26,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,05-03-2006,,,,,0.03,",,0,2400",0,"P,,0",0,"P,,0",46,",,0",26,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,06-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",48,",,0",33,",,0",41,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,07-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",29,",,0",29,",I,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,08-03-2006,,,,,1.42,",,0,2400",0,"P,,0",0,"P,,0",62,",,0",46,",I,0",46,",I,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,09-03-2006,,,,,3.37,",,0,2400",0,"P,,0",0,"P,,0",58,",,0",54,",I,0",54,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,10-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",60,",,0",47,",,0",47,",I,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,11-03-2006,,,,,3.32,",,0,2400",0,"P,,0",0,"P,,0",69,",,0",51,",I,0",51,",I,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,12-03-2006,,,,,2.6,",,0,2400",0,"P,,0",0,"P,,0",68,",,0",60,",I,0",60,",,0,2400",,,1,",,0",,,1,",,0",,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,13-03-2006,,,,,0.1,",,0,2400",0,"P,,0",0,"P,,0",70,",,0",53,",,0",68,",,0,2400",,,1,",,0",,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,14-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",68,",,0",32,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,15-03-2006,,,,,0.02,",,0,2400",0,"P,,0",0,"P,,0",54,",,0",33,",,0",34,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,16-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",68,",,0",34,",,0",44,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,17-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",47,",,0",29,",,0",39,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,18-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",48,",,0",29,",,0",29,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,19-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",51,",,0",29,",,0",33,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,20-03-2006,,,,,0,",,0,2400",0,"P,,0",0,"P,,0",46,",,0",33,",,0",40,",,0,2400",,,,,,,,,,,,
USC00127125,"1 WSW PRINCETON, IN US",38.35178,-87.59257,137.2,21-03-2006,,,,,0.48,",,0,2400",0,"P,,0",0,"P,,0",40,",,0",29,",,0",33,",,0,2400",,,,,,,,,1,",,0",,
